Timestamp;Value
2010-09-10;-3979
2010-09-11;-3980
2010-09-12;-3979
2010-09-13;-3977
2010-09-14;-3976
2010-09-15;-3976
2010-09-16;-3973
2010-09-17;-3973
2010-09-18;-3969
2010-09-19;-3964
2010-09-20;-3957
2010-09-21;-3958
2010-09-22;-3957
2010-09-23;-3954
2010-09-24;-3953
2010-09-25;-3953
2010-09-26;-3951
2010-09-27;-3951
2010-09-28;-3951
2010-09-29;-3951
2010-09-30;-3950
2010-10-01;-3948
2010-10-02;-3950
2010-10-03;-3950
2010-10-04;-3952
2010-10-05;-3951
2010-10-06;-3952
2010-10-07;-3952
2010-10-08;-3952
2010-10-09;-3951
2010-10-10;-3951
2010-10-11;-3953
2010-10-12;-3953
2010-10-13;-3954
2010-10-14;-3951
2010-10-15;-3949
2010-10-16;-3951
2010-10-17;-3950
2010-10-18;-3953
2010-10-19;-3955
2010-10-20;-3956
2010-10-21;-3956
2010-10-22;-3957
2010-10-23;-3960
2010-10-24;-3961
2010-10-25;-3961
2010-10-26;-3962
2010-10-27;-3966
2010-10-28;-3966
2010-10-29;-3969
2010-10-30;-3972
2010-10-31;-3972
2010-11-01;-3974
2010-11-02;-3978
2010-11-03;-3983
2010-11-04;-3985
2010-11-05;-3987
2010-11-06;-3990
2010-11-07;-3993
2010-11-08;-3995
2010-11-09;-3997
2010-11-10;-4000
2010-11-11;-4002
2010-11-12;-4004
2010-11-13;-4007
2010-11-14;-4009
2010-11-15;-4012
2010-11-16;-4016
2010-11-17;-4019
2010-11-18;-4022
2010-11-19;-4026
2010-11-20;-4029
2010-11-21;-4031
2010-11-22;-4033
2010-11-23;-4036
2010-11-24;-4038
2010-11-25;-4038
2010-11-26;-4043
2010-11-27;-4046
2010-11-28;-4047
2010-11-29;-4049
2010-11-30;-4053
2010-12-01;-4055
2010-12-02;-4057
2010-12-03;-4060
2010-12-04;-4063
2010-12-05;-4065
2010-12-06;-4069
2010-12-07;-4070
2010-12-08;-4074
2010-12-09;-4076
2010-12-10;-4079
2010-12-11;-4080
2010-12-12;-4083
2010-12-13;-4086
2010-12-14;-4089
2010-12-15;-4092
2010-12-16;-4095
2010-12-17;-4098
2010-12-18;-4101
2010-12-19;-4104
2010-12-20;-4108
2010-12-21;-4109
2010-12-22;-4111
2010-12-23;-4112
2010-12-24;-4117
2010-12-25;-4119
2010-12-26;-4122
2010-12-27;-4126
2010-12-28;-4129
2010-12-29;-4132
2010-12-30;-4136
2010-12-31;-4140
2011-01-01;-4142
2011-01-02;-4144
2011-01-03;-4147
2011-01-04;-4150
2011-01-05;-4154
2011-01-06;-4158
2011-01-07;-4160
2011-01-08;-4163
2011-01-09;-4166
2011-01-10;-4168
2011-01-11;-4171
2011-01-12;-4175
2011-01-13;-4179
2011-01-14;-4183
2011-01-15;-4185
2011-01-16;-4188
2011-01-17;-4190
2011-01-18;-4193
2011-01-19;-4198
2011-01-20;-4202
2011-01-21;-4205
2011-01-22;-4210
2011-01-23;-4213
2011-01-24;-4217
2011-01-25;-4220
2011-01-26;-4222
2011-01-27;-4225
2011-01-28;-4228
2011-01-29;-4229
2011-01-30;-4234
2011-01-31;-4238
2011-02-01;-4242
2011-02-02;-4245
2011-02-03;-4247
